PassengerId,Name,Sex,Age,Pclass,Parch,Ticket,Fare,Cabin,Embarked,Survived,BookingDate
159,"King, Mr. Fred",male,24.1,2,0,287220,25.27,,Cherbourg,1,20/04/1912
287,"Moore, Master. David",M,27.1,3,0,315854,,,S,0,09/04/1912
142,"Williams, Miss. Anna",female,19.2,3,0,232118,6.58,,s,Yes,04-16-1912
244,"Baker, Master. Andrew",male,26.7 yrs,2,0,336218,19.05,,C,No,01/04/1912
14,"Jones, Mr. Henry",male,9.3,3,0,378058,11.64,,,No,28/04/1912
78,"White, Mr. Harry",male,25.8,3,0,239267,7.48,,S,0,22/04/1912
273,"Walker, Master. Thomas",M,27.9,3,0,386446,10.06,,C,1,14/03/1912
180,"King, Master. Harry",male,35,1,0,386039,$49.77,,S,1,03-19-1912
178,"King, Mrs. Sarah",female,12.7,3,0,379696,,,S,0,"March 06, 1912"
201,"King, Mr. Albert",MALE,16.9,2nd,0,347675,12.2,,S,Y,03/07/1912
34,"Taylor, Mrs. Anna",female,27.9,3,0,331649,$21.00,,s,No,05/04/1912
63,"CARTER, MRS. CLARA",FEMALE,,3,1,324593,$14.60,,Southampton,0,12/04/1912
123,"Thomas, Mrs. Ada",female,,3,0,211536,$26.05,,S,0,10/03/1912
55,"Turner, Mrs. Bertha",female,26.7 yrs,2,0,284422,$17.98,,s,1,03-20-1912
240,"Wilson, Mrs. Elizabeth",f,42,3,1,349299,$7.58,,C,0,18/03/1912
17,"Anderson, Mr. Fred",male,,1,0,205461,,G94,Queenstown,1,15/04/1912
41,"  Wright, Miss. Julia  ",female,1,2,0,160472,13.69,,Q,1,26/04/1912
257,"Carter, Mrs. Ada",female,24.2,3,0,144555,8.03,,,1,03/07/1912
74,"Jones, Mr. Robert",male,,2nd,0,230123,13.82,,S,No,08/03/1912
9,"Phillips, Miss. Kate",female,29.8,1,0,394318,79.7,,S,1,04/04/1912
222,"Baker, Mr. Joseph",male,,2nd,0,251657,"14,81",,s,1,15/03/1912
157,"  King, Mr. Fred  ",male,22.6 yrs,3,0,325044,"9,98",,S,No,01/03/1912
124,"Turner, Miss. Elizabeth",female,,1,0,324978,83.97,,S,Y,24/04/1912
16,"  Williams, Mr. Harry  ",male,26.1,2,1,379291,10.72 USD,,Q,No,19/04/1912
126,"Williams, Master. Harry",male,9.4,3,0,378125,16.69,,s,0,03-14-1912
266,"Moore, Mr. Samuel",MALE,39.3,3,0,356630,8.21,,S,0,03/04/1912
